PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle,play_by_play,run_value,wOBA_result,xwOBA_result,PitchTypeRaw,AutoCleanType,ax0_m,RelSide_m,FB_RelSpeed,FB_IVB,FB_HB_m,delta_velo,delta_ivb,delta_hb,pred_delta_runexp,StuffPlus
43,2025-09-05,13:55:49.07,3,4,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,2,1,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.26471,-2.218277,2.396527,1246.487256,141.548089,10:45,6.61268,-1.61417,6.44303,-33.97108,10.52674,-7.29292,1.74062,-0.0185,72.42636,-8.543555,1.073164,0.48011,,,,,,,,,,,,4.44866,6.51811,1.44712,50,6.4398,-4.51111,-113.69051,-5.32793,5.85259,19.83855,-23.59893,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,ef061030-8a89-11f0-b7ae-078b0a2ab2b7,78.50794,,,5.83835,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:55:49.07,2025-09-05T13:55:49.0700000-05:00,2025-09-05T18:55:49.0700000Z,,v3,5322,5322,,,,Undefined,OLE_REB,7920ee1d-dbf8-4d7f-bb94-91f780e45ae4,54.05715,-114.39627,9.91927,6.61441,-4.48839,-11.79947,1.61131,-4.71932,2.92629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeSwinging,-0.118124936,0.0,,ChangeUp,CH,-5.85259,1.61417,90.22658142857142,-16.612745714285715,-12.646609285714286,-11.961871428571428,-6.986184285714284,6.794019285714286,0.018321642560386913,95.19659172932705
44,2025-09-05,13:56:14.97,4,1,"Collopy, Patrick",1000138095,Left,OLE_REB,"Bull, Bryden",1000197470,Left,OLE_REB,Undefined,3,Top,0,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.49527,-3.114484,4.676147,2239.863593,136.517286,10:30,6.6431,-1.77849,6.27131,-18.59718,15.46706,-13.5578,2.20972,1.41214,82.30284,-6.650233,2.236047,0.420069,,,,,,,,,,,,8.34288,9.27638,1.4379,50,6.40258,-10.13494,-130.86536,-7.67197,14.39173,28.97377,-16.17197,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,fe6bb6b0-8a89-11f0-b7ae-078b0a2ab2b7,89.72914,,,8.19243,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:56:14.97,2025-09-05T13:56:14.9790000-05:00,2025-09-05T18:56:14.9790000Z,,v3,5322,5322,,,,Undefined,OLE_REB,2b81b077-9436-4173-8a72-58fdc431f228,54.22666,-131.79783,14.48688,6.64111,-7.15151,-8.08598,1.77153,-10.59811,7.19586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Fastball,FF,-14.39173,1.77849,90.22658142857142,-16.612745714285715,-12.646609285714286,0.0,0.0,0.0,0.005871496555160585,107.8247366340653
45,2025-09-05,13:56:31.97,4,2,"Collopy, Patrick",1000138095,Left,OLE_REB,"Bull, Bryden",1000197470,Left,OLE_REB,Undefined,3,Top,0,2,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,89.57515,-2.069385,2.59189,2146.785455,139.604267,10:45,6.63658,-1.97118,6.3941,-20.38977,13.88804,-10.86922,3.03136,-0.49146,81.82121,-5.936131,0.623966,0.421384,104.62604,8.155618,-18.710711,3348.439927,101.41367,11.34161,-42.60562,210.80526,210.80526,-26.53483,1.744123,6.40705,8.17508,1.78965,50,6.47827,-5.45491,-130.02506,-5.28776,10.94114,27.90081,-18.21368,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,088a80e0-8a8a-11f0-b7ae-078b0a2ab2b7,89.44913,11.34099,,7.75394,,,,-0.41503,2.82453,0.45904,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:56:31.97,2025-09-05T13:56:31.9710000-05:00,2025-09-05T18:56:31.9710000Z,LineDrive,v3,5322,5322,,,,Undefined,OLE_REB,8c7b264e-41e7-4005-b1c7-6cd2d9a73b60,54.10552,-130.90306,13.9504,6.63565,-4.7146,-9.10684,1.96673,-5.79921,5.47057,110.076922,-0.41503,143.8715,-27.89548,5.96002,-1.23777,0.22361,-0.03723,0.00499,-0.00036,2.82453,21.76894,-14.24074,0.3639,0.12667,-0.05863,0.01794,-0.0032,0.00027,0.45904,-48.72784,-7.1569,3.77318,-1.29159,0.36301,-0.08556,0.01456,-0.00126,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,,Single,0.467292971,0.949,1.0297886779226249,Fastball,FF,-10.94114,1.97118,90.22658142857142,-16.612745714285715,-12.646609285714286,0.0,0.0,0.0,0.03721599788678244,76.03210507646565
46,2025-09-05,13:57:02.33,5,1,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,0,1,1,ChangeUp,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,72.98245,0.733517,0.308364,809.472913,168.045937,11:30,6.47585,-1.66141,6.07392,-39.39002,13.49426,-2.44977,3.87214,-1.58022,65.91595,-6.668694,-0.132953,0.523401,,,,,,,,,,,,1.34854,7.29634,1.63875,50,6.51213,-0.48328,-105.83999,0.3085,1.5048,20.80545,-24.0322,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,1aa18bc0-8a8a-11f0-b7ae-078b0a2ab2b7,72.01441,,,7.0665,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:57:02.33,2025-09-05T13:57:02.3340000-05:00,2025-09-05T18:57:02.3340000Z,,v3,5322,5322,,,,Undefined,OLE_REB,4857edc1-8015-40ae-8b36-aa5f08389cfb,54.42038,-106.70538,10.40272,6.47851,1.30811,-12.0161,1.66016,-0.54587,0.7524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,ChangeUp,CH,-1.5048,1.66141,90.22658142857142,-16.612745714285715,-12.646609285714286,-17.24413142857142,-7.419454285714284,11.141809285714286,0.047071706981777164,66.03548957185274
47,2025-09-05,13:57:18.39,5,2,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,0,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.16843,-1.409417,2.605109,2218.393751,140.65402,10:45,6.64803,-1.81134,6.2371,-16.92462,17.15084,-13.13548,3.93588,-0.50115,82.05039,-4.653345,0.234713,0.420138,,,,,,,,,,,,7.51737,9.61949,1.62302,50,6.53425,-5.40556,-130.85972,-3.68396,12.98316,28.64288,-15.56028,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,241aee30-8a8a-11f0-b7ae-078b0a2ab2b7,89.71436,,,8.11803,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:57:18.39,2025-09-05T13:57:18.3920000-05:00,2025-09-05T18:57:18.3920000Z,,v3,5322,5322,,,,Undefined,OLE_REB,f9c16aa1-9def-47fe-9fff-3e0819663c3b,54.26132,-131.78914,14.32144,6.64559,-3.17905,-7.78014,1.80526,-5.82684,6.49158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeSwinging,-0.118124936,0.0,,Fastball,FF,-12.98316,1.81134,90.22658142857142,-16.612745714285715,-12.646609285714286,0.0,0.0,0.0,0.005792727167365024,107.9046321824968
48,2025-09-05,13:57:38.09,5,3,"Collopy, Patrick",1000138095,Left,OLE_REB,"Paino, Owen",807273,Left,OLE_REB,Undefined,3,Top,0,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,HomeRun,0,1,,90.98249,-2.984668,3.230369,2053.151078,140.019456,10:45,6.63237,-1.86182,6.34526,-16.89084,16.21493,-12.74942,2.47028,0.05273,83.6991,-6.192986,0.926269,0.414117,100.88882,36.315451,-6.687423,4582.902152,108.33148,78.04325,-19.08485,379.49029,377.61472,-16.610691,5.535488,7.51359,9.55312,1.63275,50,6.40683,-6.94502,-132.00869,-7.36899,13.33527,26.57668,-15.21898,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,2fee9450-8a8a-11f0-b7ae-078b0a2ab2b7,91.01882,111.66298,,7.28338,,,,1.0702,2.57456,-0.06459,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,18:57:38.09,2025-09-05T13:57:38.0980000-05:00,2025-09-05T18:57:38.0980000Z,FlyBall,v3,5322,5322,,,,Undefined,OLE_REB,60d5afc6-b9c2-44f4-98fe-ddd11b789e89,54.15617,-132.8428,13.28834,6.63061,-6.89134,-7.60949,1.85729,-7.36354,6.66763,158.878805,1.07698,118.28937,-27.85851,7.53357,-1.41259,0.17039,-0.0115,0.00041,-1e-05,2.57284,87.65575,-19.17206,0.15386,0.49112,-0.21332,0.04862,-0.00573,0.00027,-0.06389,-13.89905,-3.55439,1.14158,-0.25424,0.03851,-0.00353,0.00017,-0.0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,,HomeRun,1.374328827,2.571,2.279985864102771,Fastball,FF,-13.33527,1.86182,90.22658142857142,-16.612745714285715,-12.646609285714286,0.0,0.0,0.0,0.007014750629113456,106.66513753356088
49,2025-09-05,14:00:22.82,1,1,"Odom, Leo",1000155054,Right,OLE_REB,"Sirmans, Tate",812536,Right,OLE_REB,Undefined,4,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.45499,-0.840352,-2.8208,2050.514599,207.453695,1:00,5.92561,1.78698,6.34396,-14.55914,17.04497,8.31426,3.93772,-0.11913,84.93407,-3.653559,-1.318492,0.404616,,,,,,,,,,,,-5.1189,9.40729,-1.58535,50,5.85729,6.32859,-135.64028,-2.37436,-9.49414,30.90279,-14.72619,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,92245560-8a8a-11f0-b7ae-078b0a2ab2b7,93.15606,,,8.52092,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:00:22.82,2025-09-05T14:00:22.8220000-05:00,2025-09-05T19:00:22.8220000Z,,v3,5322,5322,,,,Undefined,OLE_REB,bc47e749-8a2a-4ec2-8874-db1ce9386114,54.15412,-136.58343,15.45139,5.92289,-1.92492,-7.3631,-1.78292,6.61835,-4.74707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Fastball,FF,-9.49414,1.78698,93.48610923076923,-13.839103846153847,-9.302316923076923,0.0,0.0,0.0,0.007996159538969542,105.66969748657176
50,2025-09-05,14:00:43.87,1,2,"Odom, Leo",1000155054,Right,OLE_REB,"Sirmans, Tate",812536,Right,OLE_REB,Undefined,4,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,93.69571,-2.05631,-2.483895,2042.00413,212.551589,1:00,5.87336,1.64895,6.26448,-16.91438,14.56631,8.64599,2.56531,0.07786,85.49708,-5.276226,-0.922624,0.403825,106.52544,6.364598,-13.303402,1983.85943,,,,122.95397,118.99627,-15.901613,0.894867,-5.25252,8.48441,-1.46919,50,5.71257,5.54693,-136.01928,-5.39303,-9.80908,30.71956,-16.32943,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,9ea9bf50-8a8a-11f0-b7ae-078b0a2ab2b7,93.33848,5.46803,,8.19863,,,,-0.14536,2.32673,0.28047,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:00:43.87,2025-09-05T14:00:43.8730000-05:00,2025-09-05T19:00:43.8730000Z,GroundBall,v3,5322,5322,,,,Undefined,OLE_REB,f537b676-5410-4ac3-8768-a3af9a938ab4,54.23678,-136.9728,15.35978,5.8721,-4.88617,-8.16471,-1.64609,5.8514,-4.90454,56.296688,-0.04823,149.62467,-19.58725,,,,,,,2.41859,15.91248,-20.9058,,,,,,,0.32213,-36.37551,-1.8671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,86.81226,11.69128,4.14426,Out,-0.195568767,0.0,0.2535718713961314,Fastball,FF,-9.80908,1.64895,93.48610923076923,-13.839103846153847,-9.302316923076923,0.0,0.0,0.0,0.008106128388878683,105.55815641941663
51,2025-09-05,14:01:14.81,2,1,"Odom, Leo",1000155054,Right,OLE_REB,"Jones, Topher",1000158115,Right,OLE_REB,Undefined,4,Top,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.77322,3.3206,-1.850096,3021.870206,55.231503,7:45,5.57454,2.36798,5.31247,-52.52255,-8.64422,-14.36843,4.31955,-0.56653,74.00367,-6.212,-4.395653,0.476756,,,,,,,,,,,,6.64776,-4.80587,-2.18948,50,5.83798,4.37904,-117.09752,4.88507,9.22672,22.18854,-38.84433,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,b112bac0-8a8a-11f0-b7ae-078b0a2ab2b7,79.0602,,,6.76955,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:01:14.81,2025-09-05T14:01:14.8170000-05:00,2025-09-05T19:01:14.8170000Z,,v3,5322,5322,,,,Undefined,OLE_REB,65ef4dbc-d160-46a0-9304-e253c81cb10b,55.19047,-118.07696,11.09427,5.5845,6.59971,-19.42217,-2.37378,3.97176,4.61336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Slider,FC_SL,9.22672,2.36798,93.48610923076923,-13.839103846153847,-9.302316923076923,-12.712889230769235,-25.005226153846152,18.529036923076923,0.0017828070611584697,111.97188184658452
52,2025-09-05,14:01:34.14,2,2,"Odom, Leo",1000155054,Right,OLE_REB,"Jones, Topher",1000158115,Right,OLE_REB,Undefined,4,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.01237,-2.129298,-3.81863,2230.504247,205.724644,12:45,5.94769,1.52344,6.41365,-14.85835,16.19879,7.33359,2.74657,-1.38148,86.0276,-4.977799,-2.493941,0.4011,,,,,,,,,,,,-4.84032,9.31709,-1.25311,50,5.78798,8.78919,-136.32481,-5.48054,-9.12714,29.40589,-14.60533,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,bc8cf640-8a8a-11f0-b7ae-078b0a2ab2b7,93.97276,,,7.98477,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:01:34.14,2025-09-05T14:01:34.1490000-05:00,2025-09-05T19:01:34.1490000Z,,v3,5322,5322,,,,Undefined,OLE_REB,89d22f5a-ed6a-4554-a3dc-66a1872f4e35,54.08508,-137.20315,14.70295,5.94516,-5.04429,-7.30267,-1.51971,9.06181,-4.56357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Fastball,FF,-9.12714,1.52344,93.48610923076923,-13.839103846153847,-9.302316923076923,0.0,0.0,0.0,0.009183365977537323,104.46551763745363
53,2025-09-05,14:01:53.96,2,3,"Odom, Leo",1000155054,Right,OLE_REB,"Jones, Topher",1000158115,Right,OLE_REB,Undefined,4,Top,1,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,93.19577,-2.804705,-2.741805,2207.414057,211.002188,1:00,5.9244,1.81174,,-18.37824,12.86595,7.15221,1.82033,-0.10414,85.6074,-6.292488,-1.441197,0.402306,,,,,,,,,,,,-4.49811,7.83343,-1.62907,50,5.72697,6.19565,-135.30126,-7.15653,-8.36355,28.68053,-17.60894,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,c876e380-8a8a-11f0-b7ae-078b0a2ab2b7,93.69107,,,7.58837,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:01:53.96,2025-09-05T14:01:53.9690000-05:00,2025-09-05T19:01:53.9690000Z,,v3,5322,5322,,,,Undefined,OLE_REB,64cbe025-8cdf-4301-87fe-d26d40dce97d,53.85993,-136.11701,14.34027,5.92339,-6.65568,-8.80447,-1.80868,6.43353,-4.18177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeCalled,-0.065092516,0.0,,Fastball,FF,-8.36355,1.81174,93.48610923076923,-13.839103846153847,-9.302316923076923,0.0,0.0,0.0,0.0124540575688422,101.14806518859328
54,2025-09-05,14:02:18.77,2,4,"Odom, Leo",1000155054,Right,OLE_REB,"Jones, Topher",1000158115,Right,OLE_REB,Undefined,4,Top,1,2,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.98975,0.483572,-3.007733,2945.091951,36.610049,7:15,5.70051,2.17428,6.03426,-54.86393,-12.08343,-10.00682,1.57695,-1.4474,74.24508,-9.553968,-4.808004,0.470754,,,,,,,,,,,,4.18284,-5.84508,-1.93414,50,5.70965,6.56075,-117.53939,-0.83797,5.7879,24.54322,-40.26207,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,d7306b80-8a8a-11f0-b7ae-078b0a2ab2b7,80.06816,,,6.74467,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:02:18.77,2025-09-05T14:02:18.7770000-05:00,2025-09-05T19:02:18.7770000Z,,v3,5322,5322,,,,Undefined,OLE_REB,e37c0b30-50b1-43e2-a3c1-dc574d764be3,54.46797,-118.46867,12.27161,5.71252,0.68647,-20.13103,-2.1784,6.3416,2.89395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,BallCalled,0.063688329,0.0,,Slider,FC_SL,5.7879,2.17428,93.48610923076923,-13.839103846153847,-9.302316923076923,-12.49635923076923,-26.422966153846154,15.090216923076923,0.0017612100264127002,111.99378765268251
55,2025-09-05,14:02:44.04,2,5,"Odom, Leo",1000155054,Right,OLE_REB,"Jones, Topher",1000158115,Right,OLE_REB,Undefined,4,Top,1,3,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,93.41219,-2.241901,-3.256962,2065.584197,203.337068,12:45,5.92155,1.7397,6.39428,-15.81288,15.72363,6.34465,2.53746,-0.73035,85.30278,-5.267477,-2.110067,0.404183,78.63648,51.008803,75.608369,5107.973984,18.26511,101.17705,108.47295,252.78958,91.8574,85.303178,5.261639,-4.25508,9.16556,-1.50847,50,5.75284,7.45511,-135.52212,-5.75687,-7.89803,30.15687,-15.16152,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,e6458100-8a8a-11f0-b7ae-078b0a2ab2b7,93.2558,106.82348,,8.10941,,,,2.43739,2.63101,0.69255,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:02:44.04,2025-09-05T14:02:44.0410000-05:00,2025-09-05T19:02:44.0410000Z,FlyBall,v3,5322,5322,,,,Undefined,OLE_REB,07203c10-9e9a-4615-b76a-ff507c137fbb,54.10627,-136.4328,15.07844,5.91977,-5.29902,-7.58076,-1.7372,7.69361,-3.94901,,2.44253,17.93143,-7.67075,1.44038,0.25123,-0.25258,0.0694,-0.00858,0.0004,2.62816,89.68309,-23.13902,2.42208,-0.44291,0.02094,0.01612,-0.00375,0.00025,0.69626,70.20964,-9.95329,1.71744,0.11644,-0.18158,0.0506,-0.00622,0.00029,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,,,,FoulBallNotFieldable,-0.038050274,0.0,,Fastball,FF,-7.89803,1.7397,93.48610923076923,-13.839103846153847,-9.302316923076923,0.0,0.0,0.0,0.009183365977537323,104.46551763745363
56,2025-09-05,14:03:15.02,2,6,"Odom, Leo",1000155054,Right,OLE_REB,"Jones, Topher",1000158115,Right,OLE_REB,Undefined,4,Top,1,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,94.34228,-1.964526,-2.042294,2153.543422,203.029343,12:45,5.98861,1.5391,6.59674,-11.90446,18.77879,7.55288,3.19482,0.29657,85.87079,-4.298984,-0.669703,0.398678,75.14518,45.472472,100.199083,2764.200541,,,,,22.46834,,,-4.59485,10.78095,-1.40264,50,5.84915,4.58679,-137.04795,-4.97827,-8.69501,31.70692,-11.77279,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,f8c16830-8a8a-11f0-b7ae-078b0a2ab2b7,94.54365,27.34799,,8.47149,,,,0.1908,3.25053,-0.34174,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:03:15.02,2025-09-05T14:03:15.0210000-05:00,2025-09-05T19:03:15.0210000Z,,v3,5322,5322,,,,Undefined,OLE_REB,bcc7f409-bd49-44e7-b411-e4f1427a3c24,53.90382,-137.94817,15.85346,5.98575,-4.64402,-5.8864,-1.53637,4.83366,-4.34751,,0.19206,-13.73758,-1.05861,,,,,,,3.24806,78.67615,-13.95221,,,,,,,-0.3314,75.64247,-21.12587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,,,,FoulBallNotFieldable,-0.038050274,0.0,,Fastball,FF,-8.69501,1.5391,93.48610923076923,-13.839103846153847,-9.302316923076923,0.0,0.0,0.0,0.003538346385873127,110.19124369429643
57,2025-09-05,14:03:43.40,2,7,"Odom, Leo",1000155054,Right,OLE_REB,"Jones, Topher",1000158115,Right,OLE_REB,Undefined,4,Top,1,3,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,94.20792,-0.411846,-2.194633,2269.37715,210.809325,1:00,6.15673,1.54695,6.28241,-13.68064,17.25989,9.72481,4.6368,0.3336,86.1283,-3.050354,-0.438073,0.400346,,,,,,,,,,,,-5.59914,9.33768,-1.38924,50,6.11928,4.82297,-136.87977,-1.34592,-10.6501,29.4874,-14.41295,OLE_REB,OLE_REB,OleMiss,TeamExclusive,Team,20250905-OleMiss-Private-1,099803d0-8a8b-11f0-b7ae-078b0a2ab2b7,94.1497,,,8.07962,,,,,,,c25c51a2-969b-45b3-820b-de9c5afdec60,2025-09-05,19:03:43.40,2025-09-05T14:03:43.4030000-05:00,2025-09-05T19:03:43.4030000Z,,v3,5322,5322,,,,Undefined,OLE_REB,f0afe139-95b8-4bf2-8158-198d336f9e6c,54.21617,-137.78505,14.7437,6.15381,-0.90344,-7.20648,-1.54233,5.14993,-5.32505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,StrikeSwinging,-0.118124936,0.0,,Fastball,FF,-10.6501,1.54695,93.48610923076923,-13.839103846153847,-9.302316923076923,0.0,0.0,0.0,0.01334426019255048,100.24513539788663
